# BUSCO version is: 5.4.3 
# The lineage dataset is: mollusca_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 5295)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
5518at6447	Complete	OX336373.1	62509673	62535506	-	432.4	348	https://www.orthodb.org/v10?query=5518at6447	UPF0489 protein C5orf22 homolog
5524at6447	Complete	OX336371.1	22655873	22679352	-	356.2	250	https://www.orthodb.org/v10?query=5524at6447	Twinfilin-1
5525at6447	Complete	OX336366.1	46035736	46090111	+	336.8	283	https://www.orthodb.org/v10?query=5525at6447	Inositol-tetrakisphosphate 1-kinase
5526at6447	Complete	OX336374.1	1003581	1021094	+	412.5	296	https://www.orthodb.org/v10?query=5526at6447	Palmitoyltransferase
5527at6447	Complete	OX336371.1	29266555	29275175	+	370.7	274	https://www.orthodb.org/v10?query=5527at6447	adipocyte plasma membrane-associated protein
5528at6447	Fragmented	OX336375.1	33152888	33175049	-	255.5	350	https://www.orthodb.org/v10?query=5528at6447	uncharacterized protein LOC106060926
5534at6447	Complete	OX336366.1	34551949	34577523	+	568.6	392	https://www.orthodb.org/v10?query=5534at6447	muscarinic acetylcholine receptor M1
5535at6447	Complete	OX336373.1	36037073	36038260	-	370.1	329	https://www.orthodb.org/v10?query=5535at6447	Zinc finger C2H2 superfamily
5536at6447	Complete	OX336377.1	7708309	7718890	-	461.7	709	https://www.orthodb.org/v10?query=5536at6447	uncharacterized protein LOC106064233
5539at6447	Complete	OX336366.1	56254621	56270987	+	392.2	240	https://www.orthodb.org/v10?query=5539at6447	protein MEMO1-like
5540at6447	Complete	OX336366.1	14527365	14542120	-	374.9	243	https://www.orthodb.org/v10?query=5540at6447	DNA-directed RNA polymerase III subunit RPC6
5541at6447	Complete	OX336370.1	18401038	18416799	-	500.3	331	https://www.orthodb.org/v10?query=5541at6447	DDB1- and CUL4-associated factor 12-like
5542at6447	Complete	OX336366.1	67597129	67642904	-	487.2	270	https://www.orthodb.org/v10?query=5542at6447	NADH dehydrogenase 
5545at6447	Complete	OX336370.1	25620181	25621605	+	470.7	382	https://www.orthodb.org/v10?query=5545at6447	la-related protein 6-like
5546at6447	Complete	OX336376.1	53710364	53728255	-	424.6	440	https://www.orthodb.org/v10?query=5546at6447	F-box/WD repeat-containing protein 8
5549at6447	Missing
5551at6447	Missing
5553at6447	Complete	OX336371.1	36434019	36459074	-	450.3	288	https://www.orthodb.org/v10?query=5553at6447	pre-mRNA-splicing factor 18
5554at6447	Complete	OX336370.1	46779243	46859926	+	455.0	295	https://www.orthodb.org/v10?query=5554at6447	Endophilin-A2
5559at6447	Complete	OX336379.1	20550406	20586659	+	466.9	295	https://www.orthodb.org/v10?query=5559at6447	Cysteine protease
5561at6447	Complete	OX336374.1	56922353	56923522	-	528.9	297	https://www.orthodb.org/v10?query=5561at6447	Neuropeptide Y receptor type 2
5562at6447	Complete	OX336375.1	11484091	11516667	+	517.3	339	https://www.orthodb.org/v10?query=5562at6447	integrin-alpha FG-GAP repeat-containing protein 2
5563at6447	Complete	OX336373.1	32312422	32321776	-	386.4	323	https://www.orthodb.org/v10?query=5563at6447	uncharacterized protein LOC110456940
5566at6447	Complete	OX336365.1	26084067	26109754	+	396.8	225	https://www.orthodb.org/v10?query=5566at6447	Proliferating cell nuclear antigen
5567at6447	Missing
5568at6447	Complete	OX336381.1	11306287	11321050	+	379.5	228	https://www.orthodb.org/v10?query=5568at6447	Inositol oxygenase
5569at6447	Complete	OX336374.1	18581689	18610413	+	447.1	375	https://www.orthodb.org/v10?query=5569at6447	uncharacterized protein LOC106065310
5571at6447	Complete	OX336375.1	38316430	38323688	-	426.0	260	https://www.orthodb.org/v10?query=5571at6447	jmjC domain-containing protein 7 isoform X1
5572at6447	Complete	OX336365.1	78976096	78997085	+	456.4	241	https://www.orthodb.org/v10?query=5572at6447	SPRY domain-containing SOCS box protein 3
5573at6447	Complete	OX336365.1	87517398	87534415	+	393.4	264	https://www.orthodb.org/v10?query=5573at6447	progestin and adipoQ receptor family member 3
5574at6447	Complete	OX336366.1	23691023	23743764	+	405.0	400	https://www.orthodb.org/v10?query=5574at6447	nuclear RNA export factor 1-like
5577at6447	Missing
5578at6447	Complete	OX336372.1	23833	35103	+	459.6	306	https://www.orthodb.org/v10?query=5578at6447	protein AAR2 homolog
5581at6447	Complete	OX336372.1	43229236	43241525	-	503.5	292	https://www.orthodb.org/v10?query=5581at6447	Decaprenyl-diphosphate synthase subunit 1
5585at6447	Fragmented	OX336371.1	48880747	48903780	-	451.4	440	https://www.orthodb.org/v10?query=5585at6447	nuclear protein MDM1 isoform X1
5594at6447	Complete	OX336370.1	59100005	59113293	+	486.0	274	https://www.orthodb.org/v10?query=5594at6447	electron transfer flavoprotein subunit alpha, mitochondrial-like
5596at6447	Complete	OX336374.1	15845601	15855495	-	352.9	251	https://www.orthodb.org/v10?query=5596at6447	N-acetyl-D-glucosamine kinase
5600at6447	Complete	OX336379.1	41995566	42002044	+	493.1	313	https://www.orthodb.org/v10?query=5600at6447	uncharacterized protein LOC106057165
5602at6447	Complete	OX336365.1	12831121	12856355	-	632.4	347	https://www.orthodb.org/v10?query=5602at6447	Splicing factor 1
5603at6447	Complete	OX336367.1	8208847	8210559	+	237.2	387	https://www.orthodb.org/v10?query=5603at6447	XK-related protein
5608at6447	Complete	OX336380.1	19822185	19831904	+	504.5	253	https://www.orthodb.org/v10?query=5608at6447	Surfeit locus protein 4
5609at6447	Complete	OX336370.1	23847516	23863010	+	483.2	247	https://www.orthodb.org/v10?query=5609at6447	Golgi phosphoprotein 3-like
5610at6447	Missing
5612at6447	Complete	OX336371.1	62253996	62288999	+	370.9	290	https://www.orthodb.org/v10?query=5612at6447	zinc finger protein 277-like
5613at6447	Complete	OX336373.1	13134759	13139310	+	430.6	215	https://www.orthodb.org/v10?query=5613at6447	Exosome complex exonuclease RRP41
5614at6447	Complete	OX336366.1	53342670	53367925	-	505.0	316	https://www.orthodb.org/v10?query=5614at6447	extracellular tyrosine-protein kinase PKDCC-like
5615at6447	Complete	OX336369.1	30158197	30202924	+	393.0	236	https://www.orthodb.org/v10?query=5615at6447	Eukaryotic translation initiation factor 3 subunit F
5616at6447	Complete	OX336373.1	16259015	16272097	-	382.5	200	https://www.orthodb.org/v10?query=5616at6447	Proteasome subunit beta type
5617at6447	Complete	OX336373.1	23323436	23341138	-	341.1	230	https://www.orthodb.org/v10?query=5617at6447	Exosome complex component RRP42
5618at6447	Complete	OX336377.1	29745294	29746253	+	425.4	277	https://www.orthodb.org/v10?query=5618at6447	cyclin-dependent kinase 5 activator 1-like
5619at6447	Missing
5621at6447	Fragmented	OX336373.1	13899149	13914181	+	557.4	357	https://www.orthodb.org/v10?query=5621at6447	Bromodomain-containing protein 7
5622at6447	Complete	OX336365.1	12176396	12194922	+	375.4	269	https://www.orthodb.org/v10?query=5622at6447	hypoxia-inducible factor 1-alpha inhibitor-like
5623at6447	Missing
5624at6447	Complete	OX336370.1	337587	360187	+	451.1	279	https://www.orthodb.org/v10?query=5624at6447	M7GpppN-mRNA hydrolase
5630at6447	Complete	OX336374.1	38611998	38632670	+	596.0	638	https://www.orthodb.org/v10?query=5630at6447	KAT8 regulatory NSL complex subunit 3-like
5632at6447	Complete	OX336370.1	10135450	10140056	+	478.8	372	https://www.orthodb.org/v10?query=5632at6447	RNA-binding protein MEX3C
5639at6447	Complete	OX336371.1	40672058	40684058	+	410.9	225	https://www.orthodb.org/v10?query=5639at6447	ER membrane protein complex subunit 3
5640at6447	Complete	OX336365.1	34951170	34967150	+	467.0	235	https://www.orthodb.org/v10?query=5640at6447	40S ribosomal protein S2
5641at6447	Complete	OX336375.1	33601230	33621157	-	433.0	244	https://www.orthodb.org/v10?query=5641at6447	NAD-dependent protein deacylase
5649at6447	Complete	OX336368.1	48491222	48495120	+	396.4	445	https://www.orthodb.org/v10?query=5649at6447	AP-4 complex subunit beta-1
5652at6447	Complete	OX336369.1	60638815	60752725	+	374.4	485	https://www.orthodb.org/v10?query=5652at6447	uncharacterized protein LOC106880839
5656at6447	Missing
5658at6447	Complete	OX336365.1	57958460	57970108	+	406.5	266	https://www.orthodb.org/v10?query=5658at6447	UPF0602 protein C4orf47 homolog isoform X1
5663at6447	Complete	OX336376.1	26499203	26520094	-	312.4	182	https://www.orthodb.org/v10?query=5663at6447	ras-related protein Rab-34-like
5664at6447	Complete	OX336375.1	51207618	51218989	+	532.8	325	https://www.orthodb.org/v10?query=5664at6447	rho guanine nucleotide exchange factor 39-like
5665at6447	Complete	OX336373.1	38138320	38178704	-	364.8	233	https://www.orthodb.org/v10?query=5665at6447	Transmembrane protein 189
5667at6447	Complete	OX336376.1	35256861	35278786	+	374.0	282	https://www.orthodb.org/v10?query=5667at6447	Peroxisome assembly protein 12
5668at6447	Missing
5669at6447	Complete	OX336380.1	33170281	33206739	+	366.3	340	https://www.orthodb.org/v10?query=5669at6447	far upstream element-binding protein 2-like isoform X1
5677at6447	Complete	OX336371.1	32622424	32658799	-	295.8	289	https://www.orthodb.org/v10?query=5677at6447	nuclear receptor subfamily 1 group D member 1-like
5678at6447	Complete	OX336370.1	31875650	31905291	+	526.6	913	https://www.orthodb.org/v10?query=5678at6447	zinc finger protein 608-like isoform X1
5679at6447	Complete	OX336369.1	9776455	9797230	+	422.8	427	https://www.orthodb.org/v10?query=5679at6447	uncharacterized protein LOC101852264
5685at6447	Complete	OX336374.1	1538322	1558298	+	401.0	243	https://www.orthodb.org/v10?query=5685at6447	Ribonuclease
5686at6447	Fragmented	OX336371.1	22818846	22829496	+	289.2	205	https://www.orthodb.org/v10?query=5686at6447	Cell division cycle protein 123
5687at6447	Complete	OX336374.1	31813939	31814955	-	369.5	290	https://www.orthodb.org/v10?query=5687at6447	fatty acid desaturase 6-like
5688at6447	Complete	OX336381.1	41173960	41208553	-	820.8	474	https://www.orthodb.org/v10?query=5688at6447	probable G-protein coupled receptor 158
5692at6447	Complete	OX336371.1	61320678	61342065	-	383.7	327	https://www.orthodb.org/v10?query=5692at6447	UBX domain-containing protein 7-like
5693at6447	Complete	OX336376.1	10802429	10822787	-	357.0	309	https://www.orthodb.org/v10?query=5693at6447	uncharacterized protein LOC106074486
5695at6447	Complete	OX336371.1	12842572	12895205	+	536.3	568	https://www.orthodb.org/v10?query=5695at6447	uncharacterized protein C12orf56-like isoform X1
5696at6447	Missing
5701at6447	Complete	OX336382.1	1334401	1340082	-	510.2	270	https://www.orthodb.org/v10?query=5701at6447	uncharacterized protein LOC110440230
5703at6447	Complete	OX336378.1	50819883	50836724	-	468.9	256	https://www.orthodb.org/v10?query=5703at6447	Mitochondrial 2-oxoglutarate/malate carrier protein
5704at6447	Complete	OX336375.1	5996669	6013116	-	347.9	248	https://www.orthodb.org/v10?query=5704at6447	Uracil-DNA glycosylase
5710at6447	Complete	OX336370.1	877728	928229	+	393.9	267	https://www.orthodb.org/v10?query=5710at6447	Gonadotropin-releasing hormone II receptor  
5711at6447	Complete	OX336366.1	43463978	43483269	-	496.3	352	https://www.orthodb.org/v10?query=5711at6447	Sprouty-related, EVH1 domain-containing protein 2
5713at6447	Complete	OX336372.1	32288349	32300379	+	412.7	204	https://www.orthodb.org/v10?query=5713at6447	Proteasome subunit alpha type
5716at6447	Complete	OX336373.1	60470277	60492681	-	216.7	129	https://www.orthodb.org/v10?query=5716at6447	dolichol-phosphate mannosyltransferase subunit 1-like
5719at6447	Complete	OX336375.1	18768573	18892973	-	1181.3	618	https://www.orthodb.org/v10?query=5719at6447	cytosolic carboxypeptidase 2-like
5721at6447	Fragmented	OX336372.1	5234274	5243841	+	441.2	222	https://www.orthodb.org/v10?query=5721at6447	rRNA 2'-O-methyltransferase fibrillarin
5722at6447	Complete	OX336375.1	51116329	51136356	+	370.0	286	https://www.orthodb.org/v10?query=5722at6447	protein XRP2-like isoform X1
5723at6447	Complete	OX336373.1	30273209	30350570	-	352.9	232	https://www.orthodb.org/v10?query=5723at6447	Calbindin-32  
5726at6447	Complete	OX336369.1	68910576	68925122	+	475.1	277	https://www.orthodb.org/v10?query=5726at6447	arfaptin-2-like isoform X1
5727at6447	Complete	OX336376.1	24642944	24644750	-	353.8	156	https://www.orthodb.org/v10?query=5727at6447	uncharacterized protein LOC101858864
5729at6447	Complete	OX336375.1	29083933	29088820	+	511.6	747	https://www.orthodb.org/v10?query=5729at6447	Sodium-dependent glucose transporter 1
5734at6447	Complete	OX336369.1	22596032	22656149	-	384.6	283	https://www.orthodb.org/v10?query=5734at6447	transmembrane protein 144-like isoform X1
5737at6447	Complete	OX336375.1	20483696	20501740	+	572.0	282	https://www.orthodb.org/v10?query=5737at6447	Histone-lysine N-methyltransferase
5738at6447	Complete	OX336372.1	6635226	6666442	+	387.9	221	https://www.orthodb.org/v10?query=5738at6447	Electron transfer flavoprotein subunit beta
5741at6447	Complete	OX336368.1	2030601	2036908	-	419.2	271	https://www.orthodb.org/v10?query=5741at6447	lambda-crystallin homolog
5742at6447	Complete	OX336376.1	18642255	18661377	-	412.1	287	https://www.orthodb.org/v10?query=5742at6447	AH receptor-interacting protein
5743at6447	Complete	OX336373.1	16714514	16722780	+	440.7	273	https://www.orthodb.org/v10?query=5743at6447	2,4-dienoyl-CoA reductase, mitochondrial
5744at6447	Complete	OX336367.1	41187687	41205901	-	388.1	287	https://www.orthodb.org/v10?query=5744at6447	inositol monophosphatase 3-like
5745at6447	Complete	OX336372.1	63745754	63746689	+	336.4	273	https://www.orthodb.org/v10?query=5745at6447	Membrane progestin receptor gamma-B  
5748at6447	Complete	OX336367.1	7513755	7519592	+	399.7	313	https://www.orthodb.org/v10?query=5748at6447	uncharacterized protein LOC106872240
5751at6447	Complete	OX336382.1	31473805	31522646	+	347.8	293	https://www.orthodb.org/v10?query=5751at6447	Adenylyl cyclase-associated protein
5752at6447	Complete	OX336368.1	40691312	40719648	+	390.8	386	https://www.orthodb.org/v10?query=5752at6447	centrosomal protein of 57 kDa isoform X1
5753at6447	Complete	OX336375.1	48608330	48630458	+	497.3	338	https://www.orthodb.org/v10?query=5753at6447	Leucine-rich repeat-containing protein 56
5759at6447	Complete	OX336369.1	30652192	30673549	-	430.9	235	https://www.orthodb.org/v10?query=5759at6447	dolichyl-phosphate beta-glucosyltransferase
5760at6447	Missing
5762at6447	Complete	OX336365.1	38873469	38889299	-	513.9	307	https://www.orthodb.org/v10?query=5762at6447	Core histone macro-H2A.1
5763at6447	Complete	OX336375.1	38040344	38050499	+	386.0	250	https://www.orthodb.org/v10?query=5763at6447	glucoside xylosyltransferase 1-like
5765at6447	Missing
5767at6447	Missing
5774at6447	Complete	OX336378.1	22854396	22864864	-	494.4	285	https://www.orthodb.org/v10?query=5774at6447	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain
5775at6447	Complete	OX336367.1	22216287	22279166	+	361.2	262	https://www.orthodb.org/v10?query=5775at6447	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter
5780at6447	Complete	OX336371.1	62837967	62860467	-	410.7	336	https://www.orthodb.org/v10?query=5780at6447	nitrogen permease regulator 2-like protein
5781at6447	Complete	OX336371.1	6278917	6296462	-	487.6	343	https://www.orthodb.org/v10?query=5781at6447	inhibitor of growth protein 3-like
5782at6447	Complete	OX336366.1	8513236	8523984	+	376.9	327	https://www.orthodb.org/v10?query=5782at6447	Carboxypeptidase A2
5785at6447	Duplicated	OX336379.1	38046981	38090715	+	447.5	347	https://www.orthodb.org/v10?query=5785at6447	D(2) dopamine receptor
5785at6447	Duplicated	OX336379.1	8558459	8597688	+	525.3	345	https://www.orthodb.org/v10?query=5785at6447	D(2) dopamine receptor
5786at6447	Fragmented	OX336368.1	16672700	16678494	+	304.1	139	https://www.orthodb.org/v10?query=5786at6447	Splicing factor, arginine/serine-rich 15
5788at6447	Complete	OX336365.1	66328690	66351351	-	502.7	396	https://www.orthodb.org/v10?query=5788at6447	IQ domain-containing protein E-like isoform X1
5789at6447	Complete	OX336367.1	54858741	54878387	-	402.4	234	https://www.orthodb.org/v10?query=5789at6447	Grainyhead-like protein 2-like protein
5795at6447	Complete	OX336367.1	51403010	51423469	-	400.0	272	https://www.orthodb.org/v10?query=5795at6447	uncharacterized protein LOC101861384
5799at6447	Complete	OX336367.1	13249624	13250370	-	322.6	214	https://www.orthodb.org/v10?query=5799at6447	uncharacterized protein LOC101857969
5800at6447	Complete	OX336367.1	73464478	73496470	+	458.0	244	https://www.orthodb.org/v10?query=5800at6447	Trimeric intracellular cation channel type B
5801at6447	Complete	OX336368.1	18248690	18260751	+	381.4	244	https://www.orthodb.org/v10?query=5801at6447	G1/S-specific cyclin-D2
5804at6447	Complete	OX336377.1	7857053	7883081	-	256.2	252	https://www.orthodb.org/v10?query=5804at6447	probable hydrolase PNKD
5805at6447	Complete	OX336371.1	33370935	33403305	+	409.8	270	https://www.orthodb.org/v10?query=5805at6447	Dual specificity protein phosphatase
5808at6447	Complete	OX336377.1	13081242	13092436	+	394.6	307	https://www.orthodb.org/v10?query=5808at6447	di-N-acetylchitobiase
5812at6447	Complete	OX336366.1	16623277	16644363	-	402.1	320	https://www.orthodb.org/v10?query=5812at6447	tRNA (Adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6
5813at6447	Complete	OX336375.1	14507877	14527037	-	480.2	357	https://www.orthodb.org/v10?query=5813at6447	uncharacterized protein LOC111135599
5814at6447	Complete	OX336370.1	5586230	5600081	-	315.9	252	https://www.orthodb.org/v10?query=5814at6447	Repulsive guidance molecule A
5815at6447	Complete	OX336377.1	38856618	38882272	+	418.4	302	https://www.orthodb.org/v10?query=5815at6447	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
5817at6447	Complete	OX336371.1	50914300	50941414	-	282.8	224	https://www.orthodb.org/v10?query=5817at6447	voltage-dependent calcium channel subunit alpha-2/delta-3
5818at6447	Complete	OX336368.1	1192633	1202623	-	290.5	271	https://www.orthodb.org/v10?query=5818at6447	nucleoporin Nup37-like
5819at6447	Complete	OX336376.1	34256442	34269101	+	316.5	247	https://www.orthodb.org/v10?query=5819at6447	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2
5822at6447	Complete	OX336367.1	54276024	54320488	+	505.9	463	https://www.orthodb.org/v10?query=5822at6447	cell cycle checkpoint protein RAD17-like
5824at6447	Complete	OX336374.1	59863162	59896632	-	415.2	344	https://www.orthodb.org/v10?query=5824at6447	Fibroblast growth factor receptor-like 1
5825at6447	Complete	OX336373.1	55459696	55472493	-	329.7	334	https://www.orthodb.org/v10?query=5825at6447	neuropilin and tolloid-like protein 1
5826at6447	Complete	OX336380.1	47236043	47249790	-	366.8	179	https://www.orthodb.org/v10?query=5826at6447	protein SET-like
5828at6447	Complete	OX336371.1	29648051	29668685	-	395.8	252	https://www.orthodb.org/v10?query=5828at6447	solute carrier family 35 member E3
5835at6447	Missing
5837at6447	Complete	OX336365.1	14991298	14992182	+	412.3	238	https://www.orthodb.org/v10?query=5837at6447	Defective in cullin neddylation protein
5838at6447	Complete	OX336371.1	15429256	15430167	-	419.2	266	https://www.orthodb.org/v10?query=5838at6447	ubiquitin thioesterase OTU1-like
5839at6447	Complete	OX336368.1	16165546	16173560	+	401.8	271	https://www.orthodb.org/v10?query=5839at6447	citrate lyase subunit beta-like protein, mitochondrial
5841at6447	Complete	OX336375.1	31934181	31963276	+	443.9	379	https://www.orthodb.org/v10?query=5841at6447	transcriptional activator Myb-like
5843at6447	Complete	OX336370.1	21311897	21345750	-	395.6	342	https://www.orthodb.org/v10?query=5843at6447	coiled-coil domain-containing protein 112-like
5845at6447	Complete	OX336382.1	12933615	13012283	+	446.8	330	https://www.orthodb.org/v10?query=5845at6447	Transmembrane and coiled-coil domains protein 1  
5847at6447	Complete	OX336367.1	66280342	66394697	-	599.2	512	https://www.orthodb.org/v10?query=5847at6447	Calcium homeostasis endoplasmic reticulum protein  
5850at6447	Complete	OX336367.1	67320797	67339051	-	420.9	256	https://www.orthodb.org/v10?query=5850at6447	Deoxyhypusine hydroxylase
5852at6447	Complete	OX336374.1	37144828	37164687	-	430.0	257	https://www.orthodb.org/v10?query=5852at6447	glutaredoxin-3-like
5853at6447	Complete	OX336366.1	32072230	32088556	+	316.8	295	https://www.orthodb.org/v10?query=5853at6447	Spermatogenesis-associated protein 17
5855at6447	Complete	OX336376.1	37645955	37647190	+	423.3	336	https://www.orthodb.org/v10?query=5855at6447	G-protein coupled receptor 161-like
5857at6447	Complete	OX336373.1	58133231	58210798	+	523.7	457	https://www.orthodb.org/v10?query=5857at6447	uncharacterized protein LOC106061909
5858at6447	Complete	OX336376.1	52299753	52344818	-	490.2	425	https://www.orthodb.org/v10?query=5858at6447	Protein ZINC INDUCED FACILITATOR-LIKE 1
5860at6447	Missing
5865at6447	Complete	OX336379.1	38366187	38388409	-	355.3	225	https://www.orthodb.org/v10?query=5865at6447	cyclic AMP receptor-like protein A
5866at6447	Complete	OX336378.1	41099496	41100275	-	360.2	249	https://www.orthodb.org/v10?query=5866at6447	beta-1,3-galactosyltransferase 6-like
5869at6447	Complete	OX336371.1	55026897	55036932	+	597.8	352	https://www.orthodb.org/v10?query=5869at6447	RIB43A-like with coiled-coils protein 2
5870at6447	Complete	OX336365.1	50497865	50498890	-	383.3	287	https://www.orthodb.org/v10?query=5870at6447	FMRFamide receptor-like
5871at6447	Complete	OX336379.1	39374531	39393074	+	381.8	204	https://www.orthodb.org/v10?query=5871at6447	AMMECR1
5872at6447	Complete	OX336366.1	51909559	51910152	+	431.9	187	https://www.orthodb.org/v10?query=5872at6447	homeobox protein SIX6-like
5874at6447	Complete	OX336369.1	8165132	8167970	-	338.1	236	https://www.orthodb.org/v10?query=5874at6447	RWD domain-containing protein 2B
5875at6447	Complete	OX336379.1	3782177	3807154	-	395.6	256	https://www.orthodb.org/v10?query=5875at6447	sulfotransferase 1C4-like
5876at6447	Complete	OX336369.1	19022806	19034383	-	446.4	260	https://www.orthodb.org/v10?query=5876at6447	mitochondrial ornithine transporter 1-like
5879at6447	Complete	OX336378.1	15173088	15196755	-	446.4	307	https://www.orthodb.org/v10?query=5879at6447	Rhomboid-like protein
5881at6447	Complete	OX336371.1	29236680	29237783	-	461.9	309	https://www.orthodb.org/v10?query=5881at6447	UBX domain-containing protein 6
5882at6447	Complete	OX336366.1	47812353	47824517	-	451.8	361	https://www.orthodb.org/v10?query=5882at6447	leucine-rich repeat protein 1-like
5886at6447	Missing
5888at6447	Complete	OX336374.1	17669055	17708393	-	446.8	228	https://www.orthodb.org/v10?query=5888at6447	tRNA(His) guanylyltransferase
5889at6447	Complete	OX336365.1	17553228	17568302	+	417.9	238	https://www.orthodb.org/v10?query=5889at6447	E3 ubiquitin-protein ligase CHIP-like
5890at6447	Complete	OX336373.1	2427169	2448868	+	410.7	260	https://www.orthodb.org/v10?query=5890at6447	syntaxin-16-like
5891at6447	Complete	OX336381.1	17562279	17569351	-	419.5	260	https://www.orthodb.org/v10?query=5891at6447	tRNA wybutosine-synthesizing protein 5
5892at6447	Complete	OX336371.1	54945683	54956702	-	415.0	284	https://www.orthodb.org/v10?query=5892at6447	Kelch domain-containing protein 8B
5895at6447	Complete	OX336366.1	82339370	82368295	+	327.5	333	https://www.orthodb.org/v10?query=5895at6447	Putative ATP-dependent RNA helicase DDX28  
5896at6447	Missing
5898at6447	Complete	OX336365.1	81470122	81493966	-	331.2	171	https://www.orthodb.org/v10?query=5898at6447	glucose-induced degradation protein 4 homolog
5899at6447	Complete	OX336365.1	48671057	48676964	+	346.6	199	https://www.orthodb.org/v10?query=5899at6447	N-alpha-acetyltransferase 60-like
5900at6447	Complete	OX336374.1	49058336	49103769	+	331.4	195	https://www.orthodb.org/v10?query=5900at6447	CDK2-associated and cullin domain-containing protein 1
5901at6447	Complete	OX336366.1	42230110	42258905	-	283.4	206	https://www.orthodb.org/v10?query=5901at6447	uncharacterized protein LOC101864514
5902at6447	Complete	OX336376.1	28007253	28038465	+	361.1	276	https://www.orthodb.org/v10?query=5902at6447	transmembrane protein 120A-like
5903at6447	Missing
5904at6447	Complete	OX336374.1	40655795	40656808	-	418.2	263	https://www.orthodb.org/v10?query=5904at6447	5-hydroxytryptamine receptor 4
5907at6447	Complete	OX336373.1	20875270	20895534	-	496.7	317	https://www.orthodb.org/v10?query=5907at6447	uncharacterized protein LOC111136233
5908at6447	Missing
5909at6447	Complete	OX336366.1	21483992	21513256	-	378.8	278	https://www.orthodb.org/v10?query=5909at6447	protein FAM98A-like
5910at6447	Complete	OX336379.1	24458180	24479234	-	498.1	361	https://www.orthodb.org/v10?query=5910at6447	uncharacterized protein LOC101855660
5913at6447	Missing
5916at6447	Complete	OX336373.1	63245367	63291061	-	362.4	240	https://www.orthodb.org/v10?query=5916at6447	transcription factor E2F5
5917at6447	Missing
5920at6447	Complete	OX336370.1	20351587	20352615	-	335.0	257	https://www.orthodb.org/v10?query=5920at6447	probable G-protein coupled receptor 139 isoform X1
5923at6447	Complete	OX336368.1	12907717	12908982	+	465.6	268	https://www.orthodb.org/v10?query=5923at6447	POU domain protein
5927at6447	Complete	OX336367.1	24649175	24684328	-	477.8	371	https://www.orthodb.org/v10?query=5927at6447	glucosidase 2 subunit beta-like
5929at6447	Missing
5933at6447	Complete	OX336375.1	38353672	38363826	+	361.7	174	https://www.orthodb.org/v10?query=5933at6447	MOB kinase activator 3B-like
5935at6447	Complete	OX336373.1	4964551	4981173	+	359.3	212	https://www.orthodb.org/v10?query=5935at6447	Transcriptional repressor scratch 1
5936at6447	Complete	OX336366.1	45417662	45426352	+	466.3	259	https://www.orthodb.org/v10?query=5936at6447	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A
5937at6447	Complete	OX336366.1	57480904	57513286	-	383.6	273	https://www.orthodb.org/v10?query=5937at6447	fasciculation and elongation protein zeta-2-like
5938at6447	Complete	OX336383.1	10264162	10283269	-	384.2	263	https://www.orthodb.org/v10?query=5938at6447	putative methyltransferase C9orf114
5939at6447	Complete	OX336375.1	26741673	26751913	-	466.3	392	https://www.orthodb.org/v10?query=5939at6447	synaptic vesicle 2-related protein
5940at6447	Complete	OX336370.1	8093859	8108641	-	484.9	277	https://www.orthodb.org/v10?query=5940at6447	NAD-dependent deacetylase sirtuin-6  
5942at6447	Complete	OX336373.1	7169969	7179217	-	351.8	343	https://www.orthodb.org/v10?query=5942at6447	protein APCDD1-like
5943at6447	Complete	OX336375.1	47439393	47443211	+	460.9	454	https://www.orthodb.org/v10?query=5943at6447	uncharacterized protein LOC111123026
5946at6447	Complete	OX336368.1	1741599	1751254	+	322.3	234	https://www.orthodb.org/v10?query=5946at6447	ribosome production factor 2 homolog
5950at6447	Complete	OX336366.1	51590892	51591881	-	500.0	283	https://www.orthodb.org/v10?query=5950at6447	melatonin receptor type 1A-like
5951at6447	Complete	OX336366.1	7478902	7490091	+	369.2	280	https://www.orthodb.org/v10?query=5951at6447	Lysocardiolipin acyltransferase 1
5952at6447	Complete	OX336369.1	2629797	2648721	+	376.0	287	https://www.orthodb.org/v10?query=5952at6447	WD repeat-containing protein 55
5953at6447	Complete	OX336373.1	14538123	14550369	+	543.7	333	https://www.orthodb.org/v10?query=5953at6447	coiled-coil domain-containing protein 113-like
5954at6447	Complete	OX336373.1	43560360	43583948	-	376.7	275	https://www.orthodb.org/v10?query=5954at6447	Diphosphomevalonate decarboxylase
5959at6447	Complete	OX336375.1	48446071	48457584	-	408.3	328	https://www.orthodb.org/v10?query=5959at6447	Transcriptional adapter 3-like B
5961at6447	Complete	OX336375.1	10874879	10900937	+	472.5	338	https://www.orthodb.org/v10?query=5961at6447	pyruvate dehydrogenase protein X component, mitochondrial
